M,alpha,seed,fold,n_train_groups,n_test_groups,balanced_acc,runtime_sec
256,0.0,47,5,52,12,0.5,0.2144155502319336
256,0.01,47,1,51,13,0.30952380952380953,0.20475292205810547
256,0.01,47,2,51,13,0.6904761904761905,0.20590758323669434
256,0.01,47,3,51,13,0.45238095238095233,0.20784235000610352
256,0.01,47,4,51,13,0.5357142857142857,0.20500707626342773
256,0.01,47,5,52,12,0.41666666666666663,0.2101743221282959
256,0.02,47,1,51,13,0.30952380952380953,0.212860107421875
256,0.02,47,2,51,13,0.7023809523809523,0.2058424949645996
256,0.02,47,3,51,13,0.5357142857142857,0.2143251895904541
256,0.02,47,4,51,13,0.5357142857142857,0.21419072151184082
256,0.02,47,5,52,12,0.5,0.21238303184509277
256,0.05,47,1,51,13,0.38095238095238093,0.20888805389404297
256,0.05,47,2,51,13,0.6071428571428572,0.2027888298034668
256,0.05,47,3,51,13,0.5357142857142857,0.20750856399536133
256,0.05,47,4,51,13,0.5476190476190476,0.21464896202087402
256,0.05,47,5,52,12,0.41666666666666663,0.2159419059753418
256,0.1,47,1,51,13,0.4642857142857143,0.19883489608764648
256,0.1,47,2,51,13,0.6190476190476191,0.20591449737548828
256,0.1,47,3,51,13,0.7023809523809523,0.21345281600952148
256,0.1,47,4,51,13,0.6904761904761905,0.20978546142578125
256,0.1,47,5,52,12,0.6666666666666666,0.2105257511138916
256,0.2,47,1,51,13,0.6904761904761905,0.1952040195465088
256,0.2,47,2,51,13,0.7023809523809523,0.21454572677612305
256,0.2,47,3,51,13,0.7738095238095238,0.20378661155700684
256,0.2,47,4,51,13,0.6309523809523809,0.20782184600830078
256,0.2,47,5,52,12,0.75,0.2039945125579834
256,0.5,47,1,51,13,0.9166666666666667,0.19428610801696777
256,0.5,47,2,51,13,1.0,0.19977092742919922
256,0.5,47,3,51,13,1.0,0.2030348777770996
256,0.5,47,4,51,13,0.9285714285714286,0.19759750366210938
256,0.5,47,5,52,12,0.9166666666666667,0.2041463851928711
256,1.0,47,1,51,13,1.0,0.20099902153015137
256,1.0,47,2,51,13,1.0,0.2015087604522705
256,1.0,47,3,51,13,1.0,0.2133030891418457
256,1.0,47,4,51,13,1.0,0.19648075103759766
256,1.0,47,5,52,12,1.0,0.22871017456054688
64,0.0,48,1,204,52,0.46153846153846156,0.2147510051727295
64,0.0,48,2,205,51,0.5653846153846154,0.21691441535949707
64,0.0,48,3,205,51,0.5484615384615384,0.21726608276367188
64,0.0,48,4,205,51,0.6069230769230769,0.2223803997039795
64,0.0,48,5,205,51,0.5123076923076924,0.22155547142028809
64,0.01,48,1,204,52,0.6346153846153846,0.22207212448120117
64,0.01,48,2,205,51,0.6430769230769231,0.21535730361938477
64,0.01,48,3,205,51,0.6646153846153846,0.21682524681091309
64,0.01,48,4,205,51,0.6476923076923078,0.21187138557434082
64,0.01,48,5,205,51,0.5515384615384615,0.220703125
64,0.02,48,1,204,52,0.7115384615384615,0.2161242961883545
64,0.02,48,2,205,51,0.6830769230769231,0.22006654739379883
64,0.02,48,3,205,51,0.7430769230769231,0.219926118850708
64,0.02,48,4,205,51,0.6476923076923078,0.21324634552001953
64,0.02,48,5,205,51,0.6292307692307693,0.2181696891784668
64,0.05,48,1,204,52,0.7115384615384615,0.21821260452270508
64,0.05,48,2,205,51,0.7415384615384616,0.2309107780456543
64,0.05,48,3,205,51,0.7223076923076923,0.2277684211730957
64,0.05,48,4,205,51,0.726923076923077,0.21528029441833496
64,0.05,48,5,205,51,0.6684615384615384,0.23566746711730957
64,0.1,48,1,204,52,0.7884615384615385,0.22307968139648438
64,0.1,48,2,205,51,0.7223076923076923,0.2324988842010498
64,0.1,48,3,205,51,0.7638461538461538,0.2201225757598877
64,0.1,48,4,205,51,0.8038461538461539,0.23029303550720215
64,0.1,48,5,205,51,0.8046153846153846,0.2164773941040039
64,0.2,48,1,204,52,0.8461538461538461,0.21982502937316895
64,0.2,48,2,205,51,0.8015384615384615,0.2258918285369873
64,0.2,48,3,205,51,0.803076923076923,0.21400070190429688
64,0.2,48,4,205,51,0.8630769230769231,0.22077465057373047
64,0.2,48,5,205,51,0.8623076923076922,0.2150118350982666
64,0.5,48,1,204,52,0.9615384615384616,0.2171497344970703
64,0.5,48,2,205,51,0.94,0.22043204307556152
64,0.5,48,3,205,51,0.9415384615384615,0.2229597568511963
64,0.5,48,4,205,51,0.98,0.2360992431640625
64,0.5,48,5,205,51,0.9215384615384616,0.2201073169708252
64,1.0,48,1,204,52,0.9807692307692308,0.23089194297790527
64,1.0,48,2,205,51,1.0,0.22875618934631348
64,1.0,48,3,205,51,0.98,0.2207639217376709
64,1.0,48,4,205,51,0.98,0.2131490707397461
64,1.0,48,5,205,51,0.9807692307692308,0.22823023796081543
256,0.0,48,1,51,13,0.5476190476190476,0.22070598602294922
256,0.0,48,2,51,13,0.6190476190476191,0.22434473037719727
256,0.0,48,3,51,13,0.4642857142857143,0.20656061172485352
256,0.0,48,4,51,13,0.6904761904761905,0.21457934379577637
256,0.0,48,5,52,12,0.5833333333333333,0.2171473503112793
256,0.01,48,1,51,13,0.6190476190476191,0.23068666458129883
256,0.01,48,2,51,13,0.6190476190476191,0.21849417686462402
256,0.01,48,3,51,13,0.4642857142857143,0.21381783485412598
256,0.01,48,4,51,13,0.6190476190476191,0.21828198432922363
256,0.01,48,5,52,12,0.5833333333333333,0.20868277549743652
256,0.02,48,1,51,13,0.6190476190476191,0.21280670166015625
256,0.02,48,2,51,13,0.6904761904761905,0.21193647384643555
256,0.02,48,3,51,13,0.6071428571428572,0.21154332160949707
256,0.02,48,4,51,13,0.6190476190476191,0.2160205841064453
256,0.02,48,5,52,12,0.5,0.2067723274230957
256,0.05,48,1,51,13,0.5357142857142857,0.207061767578125
256,0.05,48,2,51,13,0.7738095238095238,0.22376441955566406
256,0.05,48,3,51,13,0.6190476190476191,0.2156057357788086
256,0.05,48,4,51,13,0.7023809523809523,0.20954418182373047
256,0.05,48,5,52,12,0.41666666666666663,0.21505451202392578
256,0.1,48,1,51,13,0.5357142857142857,0.20777225494384766
256,0.1,48,2,51,13,0.8452380952380952,0.21264410018920898
256,0.1,48,3,51,13,0.6904761904761905,0.20831894874572754
256,0.1,48,4,51,13,0.6309523809523809,0.2271432876586914
256,0.1,48,5,52,12,0.5,0.22298812866210938
256,0.2,48,1,51,13,0.6071428571428572,0.2178175449371338
256,0.2,48,2,51,13,1.0,0.2097454071044922
256,0.2,48,3,51,13,0.8452380952380952,0.23081254959106445
256,0.2,48,4,51,13,0.7023809523809523,0.20161080360412598
256,0.2,48,5,52,12,0.8333333333333334,0.21261024475097656
256,0.5,48,1,51,13,1.0,0.20446133613586426
256,0.5,48,2,51,13,1.0,0.20234274864196777
256,0.5,48,3,51,13,0.9285714285714286,0.2014012336730957
256,0.5,48,4,51,13,1.0,0.2070467472076416
256,0.5,48,5,52,12,1.0,0.20091724395751953
256,1.0,48,1,51,13,1.0,0.19783949851989746
256,1.0,48,2,51,13,1.0,0.20679926872253418
256,1.0,48,3,51,13,0.9285714285714286,0.20611906051635742
256,1.0,48,4,51,13,1.0,0.19861173629760742
256,1.0,48,5,52,12,1.0,0.20374798774719238
64,0.0,49,1,204,52,0.6346153846153846,0.24999094009399414
64,0.0,49,2,205,51,0.48923076923076925,0.21402502059936523
64,0.0,49,3,205,51,0.43153846153846154,0.22278761863708496
64,0.0,49,4,205,51,0.4707692307692308,0.21434760093688965
64,0.0,49,5,205,51,0.5292307692307692,0.22932839393615723
64,0.01,49,1,204,52,0.6538461538461539,0.21746325492858887
64,0.01,49,2,205,51,0.6092307692307692,0.23562836647033691
64,0.01,49,3,205,51,0.55,0.2274007797241211
64,0.01,49,4,205,51,0.7076923076923077,0.21696019172668457
64,0.01,49,5,205,51,0.7438461538461538,0.22262835502624512
64,0.02,49,1,204,52,0.6153846153846154,0.22153830528259277
64,0.02,49,2,205,51,0.6476923076923078,0.23573017120361328
64,0.02,49,3,205,51,0.61,0.21141791343688965
64,0.02,49,4,205,51,0.6892307692307692,0.21856904029846191
64,0.02,49,5,205,51,0.7061538461538461,0.2182023525238037
64,0.05,49,1,204,52,0.7307692307692307,0.21472501754760742
64,0.05,49,2,205,51,0.7261538461538461,0.21149444580078125
64,0.05,49,3,205,51,0.686923076923077,0.21975946426391602
64,0.05,49,4,205,51,0.7084615384615385,0.2199859619140625
64,0.05,49,5,205,51,0.7653846153846153,0.2267286777496338
64,0.1,49,1,204,52,0.7115384615384616,0.22220230102539062
64,0.1,49,2,205,51,0.8238461538461539,0.21819162368774414
64,0.1,49,3,205,51,0.8238461538461539,0.22150278091430664
64,0.1,49,4,205,51,0.7661538461538462,0.2182011604309082
64,0.1,49,5,205,51,0.726923076923077,0.2202587127685547
64,0.2,49,1,204,52,0.8076923076923077,0.2158811092376709
64,0.2,49,2,205,51,0.9215384615384616,0.22885513305664062
64,0.2,49,3,205,51,0.8623076923076922,0.21390080451965332
64,0.2,49,4,205,51,0.9223076923076923,0.21611905097961426
64,0.2,49,5,205,51,0.8830769230769231,0.21242547035217285
64,0.5,49,1,204,52,0.9230769230769231,0.21924996376037598
64,0.5,49,2,205,51,0.9607692307692308,0.21977472305297852
64,0.5,49,3,205,51,0.9023076923076923,0.22498536109924316
64,0.5,49,4,205,51,0.9807692307692308,0.21825838088989258
64,0.5,49,5,205,51,0.98,0.21948790550231934
64,1.0,49,1,204,52,1.0,0.21068167686462402
64,1.0,49,2,205,51,0.9607692307692308,0.21941232681274414
64,1.0,49,3,205,51,0.98,0.20952343940734863
64,1.0,49,4,205,51,1.0,0.21485662460327148
64,1.0,49,5,205,51,1.0,0.20793819427490234
256,0.0,49,1,51,13,0.369047619047619,0.20997881889343262
256,0.0,49,2,51,13,0.5357142857142857,0.2009129524230957
256,0.0,49,3,51,13,0.5357142857142857,0.21900105476379395
256,0.0,49,4,51,13,0.369047619047619,0.21758818626403809
256,0.0,49,5,52,12,0.5,0.21350622177124023
256,0.01,49,1,51,13,0.369047619047619,0.20783114433288574
256,0.01,49,2,51,13,0.38095238095238093,0.21181583404541016
256,0.01,49,3,51,13,0.45238095238095233,0.20705795288085938
256,0.01,49,4,51,13,0.2976190476190476,0.21435236930847168
256,0.01,49,5,52,12,0.41666666666666663,0.20818138122558594
256,0.02,49,1,51,13,0.369047619047619,0.21444249153137207
256,0.02,49,2,51,13,0.369047619047619,0.21449899673461914
256,0.02,49,3,51,13,0.6071428571428572,0.21008753776550293
256,0.02,49,4,51,13,0.45238095238095233,0.20798945426940918
256,0.02,49,5,52,12,0.5833333333333334,0.21394753456115723
256,0.05,49,1,51,13,0.45238095238095233,0.20289969444274902
256,0.05,49,2,51,13,0.44047619047619047,0.21503901481628418
256,0.05,49,3,51,13,0.45238095238095233,0.19943714141845703
256,0.05,49,4,51,13,0.5238095238095238,0.20450425148010254
256,0.05,49,5,52,12,0.5,0.21916866302490234
256,0.1,49,1,51,13,0.45238095238095233,0.21383404731750488
256,0.1,49,2,51,13,0.6071428571428572,0.20381975173950195
256,0.1,49,3,51,13,0.5357142857142857,0.20518875122070312
256,0.1,49,4,51,13,0.7738095238095238,0.21065688133239746
256,0.1,49,5,52,12,0.5833333333333333,0.19875240325927734
256,0.2,49,1,51,13,0.8452380952380952,0.20803546905517578
256,0.2,49,2,51,13,0.6785714285714286,0.21190476417541504
256,0.2,49,3,51,13,0.9166666666666667,0.20348787307739258
256,0.2,49,4,51,13,0.9285714285714286,0.20555591583251953
256,0.2,49,5,52,12,0.75,0.19594287872314453
256,0.5,49,1,51,13,0.9285714285714286,0.19691824913024902
256,0.5,49,2,51,13,0.9166666666666667,0.1941826343536377
256,0.5,49,3,51,13,1.0,0.21184468269348145
256,0.5,49,4,51,13,1.0,0.19725799560546875
256,0.5,49,5,52,12,0.8333333333333333,0.20219802856445312
256,1.0,49,1,51,13,1.0,0.2021028995513916
256,1.0,49,2,51,13,1.0,0.20279240608215332
256,1.0,49,3,51,13,1.0,0.1953439712524414
256,1.0,49,4,51,13,1.0,0.19642233848571777
256,1.0,49,5,52,12,0.9166666666666667,0.20491480827331543
64,0.0,50,1,204,52,0.46153846153846156,0.2186579704284668
64,0.0,50,2,205,51,0.4907692307692308,0.21458029747009277
64,0.0,50,3,205,51,0.4492307692307692,0.21309995651245117
64,0.0,50,4,205,51,0.5269230769230769,0.21582388877868652
64,0.0,50,5,205,51,0.5492307692307692,0.21826815605163574
64,0.01,50,1,204,52,0.75,0.24470281600952148
64,0.01,50,2,205,51,0.6838461538461539,0.22444772720336914
64,0.01,50,3,205,51,0.7046153846153846,0.214738130569458
64,0.01,50,4,205,51,0.5676923076923077,0.21570849418640137
64,0.01,50,5,205,51,0.706923076923077,0.22581100463867188
64,0.02,50,1,204,52,0.8269230769230769,0.22444868087768555
64,0.02,50,2,205,51,0.7430769230769231,0.21305418014526367
64,0.02,50,3,205,51,0.7238461538461538,0.21900534629821777
64,0.02,50,4,205,51,0.6446153846153846,0.22121357917785645
64,0.02,50,5,205,51,0.6876923076923077,0.22922062873840332
64,0.05,50,1,204,52,0.8269230769230769,0.2152729034423828
64,0.05,50,2,205,51,0.7815384615384615,0.21329045295715332
64,0.05,50,3,205,51,0.6638461538461539,0.21738743782043457
64,0.05,50,4,205,51,0.6653846153846154,0.21937298774719238
64,0.05,50,5,205,51,0.726923076923077,0.2278130054473877
64,0.1,50,1,204,52,0.8653846153846154,0.21953511238098145
64,0.1,50,2,205,51,0.7623076923076924,0.22761130332946777
64,0.1,50,3,205,51,0.7238461538461538,0.21564507484436035
64,0.1,50,4,205,51,0.7653846153846153,0.21243572235107422
64,0.1,50,5,205,51,0.7461538461538462,0.21692228317260742
64,0.2,50,1,204,52,0.9615384615384616,0.2166132926940918
64,0.2,50,2,205,51,0.8415384615384616,0.21932363510131836
64,0.2,50,3,205,51,0.8423076923076923,0.21175432205200195
64,0.2,50,4,205,51,0.7653846153846153,0.22279000282287598
64,0.2,50,5,205,51,0.8638461538461539,0.21637988090515137
64,0.5,50,1,204,52,0.9807692307692308,0.2153465747833252
64,0.5,50,2,205,51,0.9607692307692308,0.21086716651916504
64,0.5,50,3,205,51,0.96,0.2125844955444336
64,0.5,50,4,205,51,0.9215384615384616,0.2205355167388916
64,0.5,50,5,205,51,0.9807692307692308,0.22010207176208496
64,1.0,50,1,204,52,1.0,0.21342062950134277
64,1.0,50,2,205,51,1.0,0.2156052589416504
64,1.0,50,3,205,51,1.0,0.22038006782531738
64,1.0,50,4,205,51,0.9407692307692308,0.21087980270385742
64,1.0,50,5,205,51,1.0,0.2109363079071045
256,0.0,50,1,51,13,0.5714285714285714,0.2096707820892334
256,0.0,50,2,51,13,0.5476190476190476,0.2202165126800537
256,0.0,50,3,51,13,0.25,0.20848679542541504
256,0.0,50,4,51,13,0.38095238095238093,0.2130119800567627
256,0.0,50,5,52,12,0.3333333333333333,0.23637056350708008
256,0.01,50,1,51,13,0.5714285714285714,0.21754765510559082
256,0.01,50,2,51,13,0.4642857142857143,0.21046066284179688
256,0.01,50,3,51,13,0.3214285714285714,0.21457743644714355
256,0.01,50,4,51,13,0.38095238095238093,0.2124490737915039
256,0.01,50,5,52,12,0.41666666666666663,0.19974374771118164
256,0.02,50,1,51,13,0.5714285714285714,0.2120983600616455
256,0.02,50,2,51,13,0.2976190476190476,0.2145240306854248
256,0.02,50,3,51,13,0.23809523809523808,0.19564485549926758
256,0.02,50,4,51,13,0.38095238095238093,0.2044999599456787
256,0.02,50,5,52,12,0.3333333333333333,0.21460342407226562
256,0.05,50,1,51,13,0.6428571428571428,0.20934128761291504
256,0.05,50,2,51,13,0.4642857142857143,0.21570777893066406
256,0.05,50,3,51,13,0.3214285714285714,0.2143404483795166
256,0.05,50,4,51,13,0.4642857142857143,0.2055952548980713
256,0.05,50,5,52,12,0.41666666666666663,0.2193126678466797
256,0.1,50,1,51,13,0.7857142857142857,0.20960402488708496
256,0.1,50,2,51,13,0.6071428571428572,0.21313118934631348
256,0.1,50,3,51,13,0.5476190476190476,0.20757389068603516
256,0.1,50,4,51,13,0.6190476190476191,0.20913958549499512
256,0.1,50,5,52,12,0.6666666666666666,0.21271109580993652
256,0.2,50,1,51,13,1.0,0.21606969833374023
256,0.2,50,2,51,13,0.8333333333333333,0.2015979290008545
256,0.2,50,3,51,13,0.6904761904761905,0.1955723762512207
256,0.2,50,4,51,13,0.7738095238095238,0.21810030937194824
256,0.2,50,5,52,12,0.8333333333333333,0.20359563827514648
256,0.5,50,1,51,13,1.0,0.19606280326843262
256,0.5,50,2,51,13,1.0,0.1966700553894043
256,0.5,50,3,51,13,0.9166666666666667,0.19974827766418457
256,0.5,50,4,51,13,1.0,0.19759392738342285
256,0.5,50,5,52,12,1.0,0.2040562629699707
256,1.0,50,1,51,13,1.0,0.19598865509033203
256,1.0,50,2,51,13,1.0,0.1996457576751709
256,1.0,50,3,51,13,1.0,0.19448113441467285
256,1.0,50,4,51,13,1.0,0.19798922538757324
256,1.0,50,5,52,12,1.0,0.20398831367492676
64,0.0,51,1,204,52,0.5,0.21915173530578613
64,0.0,51,2,205,51,0.5107692307692309,0.24305295944213867
64,0.0,51,3,205,51,0.4507692307692308,0.2130746841430664
64,0.0,51,4,205,51,0.47,0.2148730754852295
64,0.0,51,5,205,51,0.4523076923076923,0.21175098419189453
64,0.01,51,1,204,52,0.6730769230769231,0.21584653854370117
64,0.01,51,2,205,51,0.6253846153846154,0.21039462089538574
64,0.01,51,3,205,51,0.6076923076923078,0.21105074882507324
64,0.01,51,4,205,51,0.6292307692307693,0.21965599060058594
64,0.01,51,5,205,51,0.666923076923077,0.21352243423461914
64,0.02,51,1,204,52,0.6730769230769231,0.2144465446472168
64,0.02,51,2,205,51,0.6253846153846154,0.21909570693969727
64,0.02,51,3,205,51,0.7261538461538461,0.22352242469787598
64,0.02,51,4,205,51,0.6292307692307693,0.21210813522338867
64,0.02,51,5,205,51,0.6484615384615384,0.23021769523620605
64,0.05,51,1,204,52,0.75,0.21075034141540527
64,0.05,51,2,205,51,0.6846153846153846,0.2104344367980957
64,0.05,51,3,205,51,0.7053846153846154,0.2141273021697998
64,0.05,51,4,205,51,0.6876923076923077,0.22086691856384277
64,0.05,51,5,205,51,0.686923076923077,0.21869635581970215
64,0.1,51,1,204,52,0.8269230769230769,0.2151508331298828
64,0.1,51,2,205,51,0.8207692307692308,0.21857595443725586
64,0.1,51,3,205,51,0.7438461538461538,0.21037721633911133
64,0.1,51,4,205,51,0.7061538461538461,0.22031140327453613
64,0.1,51,5,205,51,0.7453846153846153,0.2196362018585205
64,0.2,51,1,204,52,0.9038461538461539,0.22121310234069824
64,0.2,51,2,205,51,0.9007692307692308,0.22226476669311523
64,0.2,51,3,205,51,0.8015384615384615,0.22249221801757812
64,0.2,51,4,205,51,0.8446153846153847,0.215118408203125
64,0.2,51,5,205,51,0.9007692307692308,0.21361088752746582
64,0.5,51,1,204,52,0.9230769230769231,0.20112895965576172
64,0.5,51,2,205,51,0.9223076923076923,0.22425246238708496
64,0.5,51,3,205,51,0.9415384615384615,0.220048189163208
64,0.5,51,4,205,51,0.9215384615384616,0.22866463661193848
64,0.5,51,5,205,51,1.0,0.20952367782592773
64,1.0,51,1,204,52,0.9615384615384616,0.21820735931396484
64,1.0,51,2,205,51,0.9807692307692308,0.2090303897857666
64,1.0,51,3,205,51,0.9807692307692308,0.21862435340881348
64,1.0,51,4,205,51,0.9807692307692308,0.21407365798950195
64,1.0,51,5,205,51,0.9807692307692308,0.21317601203918457
256,0.0,51,1,51,13,0.6071428571428572,0.2115187644958496
256,0.0,51,2,51,13,0.5595238095238095,0.2081012725830078
256,0.0,51,3,51,13,0.39285714285714285,0.204911470413208
256,0.0,51,4,51,13,0.22619047619047616,0.22901153564453125
256,0.0,51,5,52,12,0.5,0.2142190933227539
256,0.01,51,1,51,13,0.6071428571428572,0.21539068222045898
256,0.01,51,2,51,13,0.30952380952380953,0.21993207931518555
256,0.01,51,3,51,13,0.39285714285714285,0.22591066360473633
256,0.01,51,4,51,13,0.22619047619047616,0.20957374572753906
256,0.01,51,5,52,12,0.6666666666666667,0.21112537384033203
256,0.02,51,1,51,13,0.6071428571428572,0.20878291130065918
256,0.02,51,2,51,13,0.39285714285714285,0.19935822486877441
256,0.02,51,3,51,13,0.39285714285714285,0.21475720405578613
256,0.02,51,4,51,13,0.22619047619047616,0.2137465476989746
256,0.02,51,5,52,12,0.75,0.20314502716064453
256,0.05,51,1,51,13,0.6071428571428572,0.19604206085205078
256,0.05,51,2,51,13,0.39285714285714285,0.2112274169921875
256,0.05,51,3,51,13,0.47619047619047616,0.20725560188293457
256,0.05,51,4,51,13,0.22619047619047616,0.21352648735046387
256,0.05,51,5,52,12,0.75,0.21344828605651855
256,0.1,51,1,51,13,0.8571428571428572,0.20547151565551758
256,0.1,51,2,51,13,0.45238095238095233,0.20302414894104004
256,0.1,51,3,51,13,0.6190476190476191,0.21180939674377441
256,0.1,51,4,51,13,0.38095238095238093,0.21482372283935547
256,0.1,51,5,52,12,0.8333333333333334,0.2084510326385498
256,0.2,51,1,51,13,0.8571428571428572,0.20062828063964844
256,0.2,51,2,51,13,0.6785714285714286,0.2098550796508789
256,0.2,51,3,51,13,0.7023809523809523,0.20818662643432617
256,0.2,51,4,51,13,0.6071428571428572,0.20139455795288086
256,0.2,51,5,52,12,0.9166666666666667,0.20702099800109863
256,0.5,51,1,51,13,1.0,0.20359492301940918
256,0.5,51,2,51,13,0.9166666666666667,0.1947801113128662
256,0.5,51,3,51,13,1.0,0.19375276565551758
256,0.5,51,4,51,13,0.9166666666666667,0.20291948318481445
256,0.5,51,5,52,12,1.0,0.20156288146972656
256,1.0,51,1,51,13,1.0,0.19849848747253418
256,1.0,51,2,51,13,0.9166666666666667,0.19932222366333008
256,1.0,51,3,51,13,1.0,0.20039987564086914
256,1.0,51,4,51,13,1.0,0.19812607765197754
256,1.0,51,5,52,12,1.0,0.20347237586975098
