M,task,feature_set,seed,fold,n_train_groups,n_test_groups,balanced_acc,runtime_sec
128,C1-C2,fbar_var,45,3,205,51,0.9023076923076923,0.20462703704833984
128,C1-C2,fbar_var,45,4,205,51,0.8646153846153846,0.21524763107299805
128,C1-C2,fbar_var,45,5,205,51,0.9030769230769231,0.21435761451721191
128,C1-C3,fbar_var,45,1,204,52,0.8653846153846154,0.2154865264892578
128,C1-C3,fbar_var,45,2,205,51,0.8038461538461539,0.23929572105407715
128,C1-C3,fbar_var,45,3,205,51,0.7661538461538462,0.2083728313446045
128,C1-C3,fbar_var,45,4,205,51,0.7646153846153847,0.208327054977417
128,C1-C3,fbar_var,45,5,205,51,0.9223076923076923,0.21116876602172852
128,C1-C4,fbar_var,45,1,204,52,1.0,0.209059476852417
128,C1-C4,fbar_var,45,2,205,51,0.98,0.21107959747314453
128,C1-C4,fbar_var,45,3,205,51,0.98,0.21479415893554688
128,C1-C4,fbar_var,45,4,205,51,1.0,0.2057936191558838
128,C1-C4,fbar_var,45,5,205,51,1.0,0.19798922538757324
128,C2-C3,fbar_var,45,1,204,52,0.7115384615384615,0.2151191234588623
128,C2-C3,fbar_var,45,2,205,51,0.6661538461538461,0.2153935432434082
128,C2-C3,fbar_var,45,3,205,51,0.7823076923076924,0.2095201015472412
128,C2-C3,fbar_var,45,4,205,51,0.6453846153846154,0.2165238857269287
128,C2-C3,fbar_var,45,5,205,51,0.8038461538461539,0.20845746994018555
128,C2-C4,fbar_var,45,1,204,52,1.0,0.2033238410949707
128,C2-C4,fbar_var,45,2,205,51,1.0,0.21397161483764648
128,C2-C4,fbar_var,45,3,205,51,0.94,0.21492481231689453
128,C2-C4,fbar_var,45,4,205,51,1.0,0.20977354049682617
128,C2-C4,fbar_var,45,5,205,51,0.9415384615384615,0.21055316925048828
128,C3-C4,fbar_var,45,1,204,52,1.0,0.21065831184387207
128,C3-C4,fbar_var,45,2,205,51,1.0,0.21477007865905762
128,C3-C4,fbar_var,45,3,205,51,0.94,0.21526789665222168
128,C3-C4,fbar_var,45,4,205,51,0.9807692307692308,0.21464133262634277
128,C3-C4,fbar_var,45,5,205,51,0.9415384615384615,0.21082186698913574
128,C4-rest,fbar_var,45,1,409,103,0.9807692307692308,0.21629691123962402
128,C4-rest,fbar_var,45,2,409,103,0.9230769230769231,0.21211838722229004
128,C4-rest,fbar_var,45,3,410,102,0.96,0.2178173065185547
128,C4-rest,fbar_var,45,4,410,102,1.0,0.21484851837158203
128,C4-rest,fbar_var,45,5,410,102,0.9807692307692308,0.23330473899841309
128,4class,fbar_var,45,1,409,103,0.7357692307692307,0.22535395622253418
128,4class,fbar_var,45,2,409,103,0.7384615384615385,0.2166917324066162
128,4class,fbar_var,45,3,410,102,0.698076923076923,0.21678996086120605
128,4class,fbar_var,45,4,410,102,0.6796153846153846,0.21866369247436523
128,4class,fbar_var,45,5,410,102,0.8534615384615385,0.2211771011352539
128,C1-C2,fbar,46,1,204,52,0.8846153846153846,0.21680998802185059
128,C1-C2,fbar,46,2,205,51,0.7838461538461539,0.2085123062133789
128,C1-C2,fbar,46,3,205,51,0.7053846153846154,0.2092440128326416
128,C1-C2,fbar,46,4,205,51,0.7838461538461539,0.21444964408874512
128,C1-C2,fbar,46,5,205,51,0.8223076923076923,0.21280670166015625
128,C1-C3,fbar,46,1,204,52,0.8461538461538461,0.20565104484558105
128,C1-C3,fbar,46,2,205,51,0.9023076923076923,0.2146739959716797
128,C1-C3,fbar,46,3,205,51,0.7646153846153847,0.20894360542297363
128,C1-C3,fbar,46,4,205,51,0.803076923076923,0.23122954368591309
128,C1-C3,fbar,46,5,205,51,0.8423076923076923,0.20690059661865234
128,C1-C4,fbar,46,1,204,52,0.8846153846153846,0.21088266372680664
128,C1-C4,fbar,46,2,205,51,0.9407692307692308,0.2097783088684082
128,C1-C4,fbar,46,3,205,51,0.9223076923076923,0.2085585594177246
128,C1-C4,fbar,46,4,205,51,0.9423076923076923,0.20639324188232422
128,C1-C4,fbar,46,5,205,51,0.9207692307692308,0.2135753631591797
128,C2-C3,fbar,46,1,204,52,0.3653846153846154,0.21585750579833984
128,C2-C3,fbar,46,2,205,51,0.43153846153846154,0.2168581485748291
128,C2-C3,fbar,46,3,205,51,0.48923076923076925,0.21068167686462402
128,C2-C3,fbar,46,4,205,51,0.5084615384615384,0.21581387519836426
128,C2-C3,fbar,46,5,205,51,0.4715384615384616,0.21545028686523438
128,C2-C4,fbar,46,1,204,52,0.9423076923076923,0.20473933219909668
128,C2-C4,fbar,46,2,205,51,1.0,0.20799946784973145
128,C2-C4,fbar,46,3,205,51,0.9807692307692308,0.20121288299560547
128,C2-C4,fbar,46,4,205,51,0.98,0.1966876983642578
128,C2-C4,fbar,46,5,205,51,0.9607692307692308,0.19498419761657715
128,C3-C4,fbar,46,1,204,52,0.9423076923076923,0.2038416862487793
128,C3-C4,fbar,46,2,205,51,0.9615384615384616,0.19620633125305176
128,C3-C4,fbar,46,3,205,51,1.0,0.19858312606811523
128,C3-C4,fbar,46,4,205,51,1.0,0.20439863204956055
128,C3-C4,fbar,46,5,205,51,0.9607692307692308,0.20126628875732422
128,C4-rest,fbar,46,1,409,103,0.9935064935064934,0.2262554168701172
128,C4-rest,fbar,46,2,409,103,0.9485514485514486,0.21755623817443848
128,C4-rest,fbar,46,3,410,102,0.867012987012987,0.2281348705291748
128,C4-rest,fbar,46,4,410,102,0.914025974025974,0.21246099472045898
128,C4-rest,fbar,46,5,410,102,0.9736842105263157,0.21161127090454102
128,4class,fbar,46,1,409,103,0.6484615384615384,0.2189035415649414
128,4class,fbar,46,2,409,103,0.678076923076923,0.22674012184143066
128,4class,fbar,46,3,410,102,0.5996153846153846,0.21967458724975586
128,4class,fbar,46,4,410,102,0.583076923076923,0.22266674041748047
128,4class,fbar,46,5,410,102,0.5588461538461539,0.2211911678314209
128,C1-C2,fbar_var,46,1,204,52,0.9230769230769231,0.2100214958190918
128,C1-C2,fbar_var,46,2,205,51,0.9407692307692308,0.20085930824279785
128,C1-C2,fbar_var,46,3,205,51,0.8815384615384616,0.21500492095947266
128,C1-C2,fbar_var,46,4,205,51,0.9215384615384616,0.21884727478027344
128,C1-C2,fbar_var,46,5,205,51,0.9030769230769231,0.20700478553771973
128,C1-C3,fbar_var,46,1,204,52,0.8461538461538463,0.21414732933044434
128,C1-C3,fbar_var,46,2,205,51,0.8630769230769231,0.20511460304260254
128,C1-C3,fbar_var,46,3,205,51,0.783076923076923,0.21274542808532715
128,C1-C3,fbar_var,46,4,205,51,0.8430769230769231,0.21132135391235352
128,C1-C3,fbar_var,46,5,205,51,0.9007692307692308,0.21054506301879883
128,C1-C4,fbar_var,46,1,204,52,1.0,0.2284233570098877
128,C1-C4,fbar_var,46,2,205,51,1.0,0.22964000701904297
128,C1-C4,fbar_var,46,3,205,51,1.0,0.20996713638305664
128,C1-C4,fbar_var,46,4,205,51,0.9615384615384616,0.21102166175842285
128,C1-C4,fbar_var,46,5,205,51,0.98,0.21424651145935059
128,C2-C3,fbar_var,46,1,204,52,0.6538461538461537,0.20837020874023438
128,C2-C3,fbar_var,46,2,205,51,0.7653846153846153,0.20785737037658691
128,C2-C3,fbar_var,46,3,205,51,0.7646153846153847,0.21344447135925293
128,C2-C3,fbar_var,46,4,205,51,0.6653846153846154,0.2142179012298584
128,C2-C3,fbar_var,46,5,205,51,0.7246153846153847,0.2064826488494873
128,C2-C4,fbar_var,46,1,204,52,0.9615384615384616,0.20519685745239258
128,C2-C4,fbar_var,46,2,205,51,1.0,0.20580220222473145
128,C2-C4,fbar_var,46,3,205,51,1.0,0.20543384552001953
128,C2-C4,fbar_var,46,4,205,51,1.0,0.21001076698303223
128,C2-C4,fbar_var,46,5,205,51,0.9607692307692308,0.21285247802734375
128,C3-C4,fbar_var,46,1,204,52,0.9615384615384616,0.19790267944335938
128,C3-C4,fbar_var,46,2,205,51,1.0,0.21548247337341309
128,C3-C4,fbar_var,46,3,205,51,1.0,0.21524262428283691
128,C3-C4,fbar_var,46,4,205,51,1.0,0.20822811126708984
128,C3-C4,fbar_var,46,5,205,51,0.9607692307692308,0.21304035186767578
128,C4-rest,fbar_var,46,1,409,103,0.9935064935064934,0.21501803398132324
128,C4-rest,fbar_var,46,2,409,103,0.9807692307692308,0.21848630905151367
128,C4-rest,fbar_var,46,3,410,102,0.96,0.21285462379455566
128,C4-rest,fbar_var,46,4,410,102,0.96,0.21067428588867188
128,C4-rest,fbar_var,46,5,410,102,1.0,0.2118663787841797
128,4class,fbar_var,46,1,409,103,0.8138461538461539,0.21440410614013672
128,4class,fbar_var,46,2,409,103,0.7665384615384615,0.21904730796813965
128,4class,fbar_var,46,3,410,102,0.7469230769230769,0.2159740924835205
128,4class,fbar_var,46,4,410,102,0.7773076923076923,0.22090840339660645
128,4class,fbar_var,46,5,410,102,0.6953846153846154,0.22411203384399414
128,C1-C2,fbar,47,1,204,52,0.8461538461538461,0.21631288528442383
128,C1-C2,fbar,47,2,205,51,0.8223076923076923,0.22327184677124023
128,C1-C2,fbar,47,3,205,51,0.8015384615384615,0.21146202087402344
128,C1-C2,fbar,47,4,205,51,0.8223076923076923,0.20821785926818848
128,C1-C2,fbar,47,5,205,51,0.803076923076923,0.22391009330749512
128,C1-C3,fbar,47,1,204,52,0.8846153846153846,0.2119588851928711
128,C1-C3,fbar,47,2,205,51,0.7653846153846153,0.20703625679016113
128,C1-C3,fbar,47,3,205,51,0.7815384615384615,0.2159872055053711
128,C1-C3,fbar,47,4,205,51,0.8430769230769231,0.21068429946899414
128,C1-C3,fbar,47,5,205,51,0.7638461538461538,0.21573638916015625
128,C1-C4,fbar,47,1,204,52,0.9038461538461539,0.21434450149536133
128,C1-C4,fbar,47,2,205,51,0.9007692307692308,0.21707868576049805
128,C1-C4,fbar,47,3,205,51,0.9223076923076923,0.22225689888000488
128,C1-C4,fbar,47,4,205,51,0.9007692307692308,0.2535252571105957
128,C1-C4,fbar,47,5,205,51,0.9223076923076923,0.20701813697814941
128,C2-C3,fbar,47,1,204,52,0.38461538461538464,0.2131502628326416
128,C2-C3,fbar,47,2,205,51,0.4115384615384615,0.20711040496826172
128,C2-C3,fbar,47,3,205,51,0.48923076923076925,0.2095637321472168
128,C2-C3,fbar,47,4,205,51,0.34923076923076923,0.22124505043029785
128,C2-C3,fbar,47,5,205,51,0.41384615384615386,0.2149670124053955
128,C2-C4,fbar,47,1,204,52,0.9807692307692308,0.20336604118347168
128,C2-C4,fbar,47,2,205,51,0.9223076923076923,0.2151045799255371
128,C2-C4,fbar,47,3,205,51,0.98,0.19891595840454102
128,C2-C4,fbar,47,4,205,51,0.98,0.20402073860168457
128,C2-C4,fbar,47,5,205,51,0.9807692307692308,0.2039964199066162
128,C3-C4,fbar,47,1,204,52,0.9807692307692308,0.20430755615234375
128,C3-C4,fbar,47,2,205,51,0.98,0.2018144130706787
128,C3-C4,fbar,47,3,205,51,0.9030769230769231,0.19803190231323242
128,C3-C4,fbar,47,4,205,51,0.98,0.19862771034240723
128,C3-C4,fbar,47,5,205,51,0.9807692307692308,0.19699358940124512
128,C4-rest,fbar,47,1,409,103,0.942057942057942,0.21964001655578613
128,C4-rest,fbar,47,2,409,103,0.91008991008991,0.20913076400756836
128,C4-rest,fbar,47,3,410,102,0.967012987012987,0.21297621726989746
128,C4-rest,fbar,47,4,410,102,0.9135064935064935,0.21779537200927734
128,C4-rest,fbar,47,5,410,102,0.993421052631579,0.2094261646270752
128,4class,fbar,47,1,409,103,0.5884615384615385,0.22205138206481934
128,4class,fbar,47,2,409,103,0.6688461538461539,0.22077417373657227
128,4class,fbar,47,3,410,102,0.6369230769230769,0.22672247886657715
128,4class,fbar,47,4,410,102,0.6596153846153846,0.21836471557617188
128,4class,fbar,47,5,410,102,0.5969230769230769,0.21935653686523438
128,C1-C2,fbar_var,47,1,204,52,0.9038461538461539,0.2218797206878662
128,C1-C2,fbar_var,47,2,205,51,0.9223076923076923,0.2108774185180664
128,C1-C2,fbar_var,47,3,205,51,0.8815384615384616,0.21123361587524414
128,C1-C2,fbar_var,47,4,205,51,0.9007692307692308,0.21461772918701172
128,C1-C2,fbar_var,47,5,205,51,0.9030769230769231,0.19638705253601074
128,C1-C3,fbar_var,47,1,204,52,0.8846153846153846,0.19761395454406738
128,C1-C3,fbar_var,47,2,205,51,0.8815384615384616,0.21526432037353516
128,C1-C3,fbar_var,47,3,205,51,0.8223076923076923,0.20967841148376465
128,C1-C3,fbar_var,47,4,205,51,0.8415384615384616,0.2139134407043457
128,C1-C3,fbar_var,47,5,205,51,0.8823076923076922,0.21565461158752441
128,C1-C4,fbar_var,47,1,204,52,1.0,0.21369695663452148
128,C1-C4,fbar_var,47,2,205,51,0.9807692307692308,0.20520353317260742
128,C1-C4,fbar_var,47,3,205,51,1.0,0.20727181434631348
128,C1-C4,fbar_var,47,4,205,51,0.9607692307692308,0.2089400291442871
128,C1-C4,fbar_var,47,5,205,51,1.0,0.2157611846923828
128,C2-C3,fbar_var,47,1,204,52,0.75,0.21454095840454102
128,C2-C3,fbar_var,47,2,205,51,0.7238461538461538,0.21629118919372559
128,C2-C3,fbar_var,47,3,205,51,0.7261538461538461,0.21087193489074707
128,C2-C3,fbar_var,47,4,205,51,0.6069230769230769,0.21128010749816895
128,C2-C3,fbar_var,47,5,205,51,0.6646153846153846,0.2086191177368164
128,C2-C4,fbar_var,47,1,204,52,1.0,0.222977876663208
128,C2-C4,fbar_var,47,2,205,51,0.9807692307692308,0.2144169807434082
128,C2-C4,fbar_var,47,3,205,51,1.0,0.21162128448486328
128,C2-C4,fbar_var,47,4,205,51,1.0,0.20868206024169922
128,C2-C4,fbar_var,47,5,205,51,0.9807692307692308,0.21369457244873047
128,C3-C4,fbar_var,47,1,204,52,0.9807692307692308,0.2138824462890625
128,C3-C4,fbar_var,47,2,205,51,1.0,0.19603800773620605
128,C3-C4,fbar_var,47,3,205,51,0.98,0.20993876457214355
128,C3-C4,fbar_var,47,4,205,51,1.0,0.2104482650756836
128,C3-C4,fbar_var,47,5,205,51,0.9807692307692308,0.2043752670288086
128,C4-rest,fbar_var,47,1,409,103,0.9550449550449551,0.2173786163330078
128,C4-rest,fbar_var,47,2,409,103,0.9807692307692308,0.2133960723876953
128,C4-rest,fbar_var,47,3,410,102,1.0,0.21578288078308105
128,C4-rest,fbar_var,47,4,410,102,0.9199999999999999,0.2180163860321045
128,C4-rest,fbar_var,47,5,410,102,1.0,0.21759366989135742
128,4class,fbar_var,47,1,409,103,0.7946153846153846,0.21779274940490723
128,4class,fbar_var,47,2,409,103,0.8057692307692308,0.23319578170776367
128,4class,fbar_var,47,3,410,102,0.8238461538461539,0.2193925380706787
128,4class,fbar_var,47,4,410,102,0.7573076923076923,0.21922993659973145
128,4class,fbar_var,47,5,410,102,0.7538461538461538,0.21840500831604004
128,C1-C2,fbar,48,1,204,52,0.9038461538461539,0.21532893180847168
128,C1-C2,fbar,48,2,205,51,0.8615384615384616,0.21050643920898438
128,C1-C2,fbar,48,3,205,51,0.8015384615384615,0.20606231689453125
128,C1-C2,fbar,48,4,205,51,0.8246153846153846,0.21481919288635254
128,C1-C2,fbar,48,5,205,51,0.8807692307692307,0.20424723625183105
128,C1-C3,fbar,48,1,204,52,0.8076923076923077,0.21919894218444824
128,C1-C3,fbar,48,2,205,51,0.8238461538461539,0.20534420013427734
128,C1-C3,fbar,48,3,205,51,0.7053846153846154,0.2098853588104248
128,C1-C3,fbar,48,4,205,51,0.7846153846153847,0.2078077793121338
128,C1-C3,fbar,48,5,205,51,0.8061538461538462,0.2137463092803955
128,C1-C4,fbar,48,1,204,52,0.9038461538461539,0.20710134506225586
128,C1-C4,fbar,48,2,205,51,0.9030769230769231,0.21300101280212402
128,C1-C4,fbar,48,3,205,51,0.9023076923076923,0.22426581382751465
128,C1-C4,fbar,48,4,205,51,0.8830769230769231,0.21457815170288086
128,C1-C4,fbar,48,5,205,51,0.9023076923076923,0.21167254447937012
128,C2-C3,fbar,48,1,204,52,0.5384615384615384,0.21736383438110352
128,C2-C3,fbar,48,2,205,51,0.5869230769230769,0.21438074111938477
128,C2-C3,fbar,48,3,205,51,0.546923076923077,0.21602296829223633
128,C2-C3,fbar,48,4,205,51,0.4907692307692308,0.20910406112670898
128,C2-C3,fbar,48,5,205,51,0.55,0.2224111557006836
128,C2-C4,fbar,48,1,204,52,0.9615384615384616,0.20666861534118652
128,C2-C4,fbar,48,2,205,51,1.0,0.19661498069763184
128,C2-C4,fbar,48,3,205,51,0.9607692307692308,0.19949889183044434
128,C2-C4,fbar,48,4,205,51,0.9607692307692308,0.20387816429138184
128,C2-C4,fbar,48,5,205,51,0.9607692307692308,0.22869563102722168
128,C3-C4,fbar,48,1,204,52,0.9807692307692308,0.2040407657623291
128,C3-C4,fbar,48,2,205,51,1.0,0.20491337776184082
128,C3-C4,fbar,48,3,205,51,0.98,0.2040095329284668
128,C3-C4,fbar,48,4,205,51,0.9407692307692308,0.19731879234313965
128,C3-C4,fbar,48,5,205,51,0.9607692307692308,0.2028179168701172
128,C4-rest,fbar,48,1,409,103,0.91008991008991,0.21396803855895996
128,C4-rest,fbar,48,2,409,103,0.9228271728271729,0.22710371017456055
128,C4-rest,fbar,48,3,410,102,0.894025974025974,0.22031068801879883
128,C4-rest,fbar,48,4,410,102,0.94,0.21809697151184082
128,C4-rest,fbar,48,5,410,102,0.9676113360323887,0.21326279640197754
128,4class,fbar,48,1,409,103,0.6492307692307693,0.2129061222076416
128,4class,fbar,48,2,409,103,0.6003846153846154,0.2166893482208252
128,4class,fbar,48,3,410,102,0.6096153846153847,0.22240948677062988
128,4class,fbar,48,4,410,102,0.5823076923076923,0.22547650337219238
128,4class,fbar,48,5,410,102,0.6146153846153846,0.2202930450439453
128,C1-C2,fbar_var,48,1,204,52,0.9038461538461539,0.21257233619689941
128,C1-C2,fbar_var,48,2,205,51,0.94,0.20657896995544434
128,C1-C2,fbar_var,48,3,205,51,0.8615384615384616,0.20702695846557617
128,C1-C2,fbar_var,48,4,205,51,0.9607692307692308,0.21326804161071777
128,C1-C2,fbar_var,48,5,205,51,0.8438461538461539,0.21591615676879883
128,C1-C3,fbar_var,48,1,204,52,0.8269230769230769,0.2076103687286377
128,C1-C3,fbar_var,48,2,205,51,0.8430769230769231,0.21003365516662598
128,C1-C3,fbar_var,48,3,205,51,0.8223076923076923,0.20836997032165527
128,C1-C3,fbar_var,48,4,205,51,0.8438461538461539,0.20712065696716309
128,C1-C3,fbar_var,48,5,205,51,0.7853846153846153,0.2122812271118164
128,C1-C4,fbar_var,48,1,204,52,0.9807692307692308,0.21009230613708496
128,C1-C4,fbar_var,48,2,205,51,1.0,0.21503591537475586
128,C1-C4,fbar_var,48,3,205,51,1.0,0.2221665382385254
128,C1-C4,fbar_var,48,4,205,51,1.0,0.20592427253723145
128,C1-C4,fbar_var,48,5,205,51,0.98,0.2077932357788086
128,C2-C3,fbar_var,48,1,204,52,0.6730769230769231,0.2091684341430664
128,C2-C3,fbar_var,48,2,205,51,0.6876923076923077,0.2138206958770752
128,C2-C3,fbar_var,48,3,205,51,0.8238461538461539,0.20645666122436523
128,C2-C3,fbar_var,48,4,205,51,0.8246153846153846,0.20931339263916016
128,C2-C3,fbar_var,48,5,205,51,0.7446153846153847,0.21512627601623535
128,C2-C4,fbar_var,48,1,204,52,0.9807692307692308,0.21381855010986328
128,C2-C4,fbar_var,48,2,205,51,1.0,0.20087075233459473
128,C2-C4,fbar_var,48,3,205,51,0.98,0.20685815811157227
128,C2-C4,fbar_var,48,4,205,51,0.9807692307692308,0.21244168281555176
128,C2-C4,fbar_var,48,5,205,51,0.9807692307692308,0.21213197708129883
128,C3-C4,fbar_var,48,1,204,52,1.0,0.21330904960632324
128,C3-C4,fbar_var,48,2,205,51,1.0,0.2111067771911621
128,C3-C4,fbar_var,48,3,205,51,0.98,0.21257281303405762
128,C3-C4,fbar_var,48,4,205,51,0.9807692307692308,0.21746516227722168
128,C3-C4,fbar_var,48,5,205,51,0.9807692307692308,0.248091459274292
128,C4-rest,fbar_var,48,1,409,103,0.9807692307692308,0.2193143367767334
128,C4-rest,fbar_var,48,2,409,103,1.0,0.2169325351715088
128,C4-rest,fbar_var,48,3,410,102,0.98,0.2186751365661621
128,C4-rest,fbar_var,48,4,410,102,0.98,0.21602320671081543
128,C4-rest,fbar_var,48,5,410,102,0.9741902834008097,0.21611809730529785
128,4class,fbar_var,48,1,409,103,0.6773076923076923,0.22980475425720215
128,4class,fbar_var,48,2,409,103,0.7573076923076923,0.23437047004699707
128,4class,fbar_var,48,3,410,102,0.7957692307692308,0.21681857109069824
128,4class,fbar_var,48,4,410,102,0.7873076923076923,0.2337954044342041
128,4class,fbar_var,48,5,410,102,0.8023076923076924,0.2142031192779541
128,C1-C2,fbar,49,1,204,52,0.8269230769230769,0.21699190139770508
128,C1-C2,fbar,49,2,205,51,0.8815384615384616,0.2133924961090088
128,C1-C2,fbar,49,3,205,51,0.7846153846153847,0.2166438102722168
128,C1-C2,fbar,49,4,205,51,0.7861538461538462,0.22075867652893066
128,C1-C2,fbar,49,5,205,51,0.8615384615384616,0.21518802642822266
128,C1-C3,fbar,49,1,204,52,0.8269230769230769,0.22707843780517578
128,C1-C3,fbar,49,2,205,51,0.8238461538461539,0.22597932815551758
128,C1-C3,fbar,49,3,205,51,0.7246153846153847,0.21953344345092773
128,C1-C3,fbar,49,4,205,51,0.8638461538461539,0.2219247817993164
128,C1-C3,fbar,49,5,205,51,0.8630769230769231,0.20773744583129883
128,C1-C4,fbar,49,1,204,52,0.9230769230769231,0.21530914306640625
128,C1-C4,fbar,49,2,205,51,0.9607692307692308,0.2040572166442871
128,C1-C4,fbar,49,3,205,51,0.9007692307692308,0.21012616157531738
128,C1-C4,fbar,49,4,205,51,0.9615384615384616,0.21640539169311523
128,C1-C4,fbar,49,5,205,51,0.8607692307692307,0.21966218948364258
128,C2-C3,fbar,49,1,204,52,0.5384615384615384,0.20902061462402344
128,C2-C3,fbar,49,2,205,51,0.6076923076923078,0.22548818588256836
128,C2-C3,fbar,49,3,205,51,0.5115384615384615,0.21629667282104492
128,C2-C3,fbar,49,4,205,51,0.5700000000000001,0.23122620582580566
128,C2-C3,fbar,49,5,205,51,0.51,0.23427128791809082
128,C2-C4,fbar,49,1,204,52,1.0,0.20282220840454102
128,C2-C4,fbar,49,2,205,51,0.9607692307692308,0.22107481956481934
128,C2-C4,fbar,49,3,205,51,0.96,0.20405983924865723
128,C2-C4,fbar,49,4,205,51,0.98,0.20383000373840332
128,C2-C4,fbar,49,5,205,51,0.9607692307692308,0.20063257217407227
128,C3-C4,fbar,49,1,204,52,0.9807692307692308,0.19758963584899902
128,C3-C4,fbar,49,2,205,51,0.9415384615384615,0.19512009620666504
128,C3-C4,fbar,49,3,205,51,0.96,0.19550013542175293
128,C3-C4,fbar,49,4,205,51,0.9415384615384615,0.20412349700927734
128,C3-C4,fbar,49,5,205,51,0.9607692307692308,0.19651198387145996
128,C4-rest,fbar,49,1,409,103,0.9612887112887113,0.21053862571716309
128,C4-rest,fbar,49,2,409,103,0.961038961038961,0.241790771484375
128,C4-rest,fbar,49,3,410,102,0.96,0.21119928359985352
128,C4-rest,fbar,49,4,410,102,0.94,0.21915507316589355
128,C4-rest,fbar,49,5,410,102,0.9418016194331984,0.21904587745666504
128,4class,fbar,49,1,409,103,0.6584615384615384,0.21683573722839355
128,4class,fbar,49,2,409,103,0.6392307692307693,0.23141765594482422
128,4class,fbar,49,3,410,102,0.6088461538461538,0.22105717658996582
128,4class,fbar,49,4,410,102,0.6615384615384615,0.21984052658081055
128,4class,fbar,49,5,410,102,0.6453846153846153,0.21621346473693848
128,C1-C2,fbar_var,49,1,204,52,0.8846153846153846,0.21456670761108398
128,C1-C2,fbar_var,49,2,205,51,0.8823076923076922,0.22662615776062012
128,C1-C2,fbar_var,49,3,205,51,0.94,0.20519471168518066
128,C1-C2,fbar_var,49,4,205,51,0.8646153846153846,0.20790696144104004
128,C1-C2,fbar_var,49,5,205,51,0.9007692307692308,0.21044278144836426
128,C1-C3,fbar_var,49,1,204,52,0.7884615384615385,0.21519255638122559
128,C1-C3,fbar_var,49,2,205,51,0.9223076923076923,0.20650601387023926
128,C1-C3,fbar_var,49,3,205,51,0.8407692307692307,0.21476960182189941
128,C1-C3,fbar_var,49,4,205,51,0.8053846153846154,0.2128434181213379
128,C1-C3,fbar_var,49,5,205,51,0.8238461538461539,0.21540236473083496
128,C1-C4,fbar_var,49,1,204,52,0.9615384615384616,0.21518325805664062
128,C1-C4,fbar_var,49,2,205,51,1.0,0.20687437057495117
128,C1-C4,fbar_var,49,3,205,51,1.0,0.21042323112487793
128,C1-C4,fbar_var,49,4,205,51,0.9807692307692308,0.19555020332336426
128,C1-C4,fbar_var,49,5,205,51,1.0,0.20777487754821777
128,C2-C3,fbar_var,49,1,204,52,0.6730769230769231,0.22205018997192383
128,C2-C3,fbar_var,49,2,205,51,0.7053846153846154,0.21491265296936035
128,C2-C3,fbar_var,49,3,205,51,0.7046153846153846,0.2136857509613037
128,C2-C3,fbar_var,49,4,205,51,0.7238461538461538,0.20760488510131836
128,C2-C3,fbar_var,49,5,205,51,0.6876923076923077,0.22231578826904297
128,C2-C4,fbar_var,49,1,204,52,1.0,0.214094877243042
128,C2-C4,fbar_var,49,2,205,51,1.0,0.20685505867004395
128,C2-C4,fbar_var,49,3,205,51,0.96,0.21329307556152344
128,C2-C4,fbar_var,49,4,205,51,1.0,0.21568536758422852
128,C2-C4,fbar_var,49,5,205,51,0.9807692307692308,0.21111750602722168
128,C3-C4,fbar_var,49,1,204,52,0.9807692307692308,0.21135926246643066
128,C3-C4,fbar_var,49,2,205,51,1.0,0.20953583717346191
128,C3-C4,fbar_var,49,3,205,51,0.96,0.20720720291137695
128,C3-C4,fbar_var,49,4,205,51,1.0,0.2150423526763916
128,C3-C4,fbar_var,49,5,205,51,0.9807692307692308,0.21226191520690918
128,C4-rest,fbar_var,49,1,409,103,1.0,0.2226848602294922
128,C4-rest,fbar_var,49,2,409,103,0.987012987012987,0.23428678512573242
128,C4-rest,fbar_var,49,3,410,102,0.98,0.21622467041015625
128,C4-rest,fbar_var,49,4,410,102,0.94,0.21691226959228516
128,C4-rest,fbar_var,49,5,410,102,0.9615384615384616,0.2187490463256836
128,4class,fbar_var,49,1,409,103,0.7569230769230768,0.21479058265686035
128,4class,fbar_var,49,2,409,103,0.7265384615384616,0.2202916145324707
128,4class,fbar_var,49,3,410,102,0.8234615384615385,0.21738123893737793
128,4class,fbar_var,49,4,410,102,0.6796153846153846,0.21676111221313477
128,4class,fbar_var,49,5,410,102,0.7430769230769232,0.21887922286987305
128,C1-C2,fbar,50,1,204,52,0.8461538461538461,0.20963406562805176
128,C1-C2,fbar,50,2,205,51,0.823076923076923,0.21653151512145996
128,C1-C2,fbar,50,3,205,51,0.8023076923076923,0.2117290496826172
128,C1-C2,fbar,50,4,205,51,0.6846153846153846,0.20881056785583496
128,C1-C2,fbar,50,5,205,51,0.7446153846153847,0.207319974899292
128,C1-C3,fbar,50,1,204,52,0.9038461538461539,0.21248865127563477
128,C1-C3,fbar,50,2,205,51,0.8630769230769231,0.21269655227661133
128,C1-C3,fbar,50,3,205,51,0.7607692307692309,0.21296405792236328
128,C1-C3,fbar,50,4,205,51,0.7253846153846153,0.20954418182373047
128,C1-C3,fbar,50,5,205,51,0.7630769230769231,0.20774435997009277
128,C1-C4,fbar,50,1,204,52,0.9615384615384616,0.20995450019836426
128,C1-C4,fbar,50,2,205,51,0.8823076923076922,0.21045422554016113
128,C1-C4,fbar,50,3,205,51,0.9415384615384615,0.2160203456878662
128,C1-C4,fbar,50,4,205,51,0.9407692307692308,0.20637965202331543
