M,task,feature_set,seed,fold,n_train_groups,n_test_groups,balanced_acc,runtime_sec
1,C2-C4,fbar,50,4,26215,6553,0.5597451322962461,1.0727133750915527
1,C2-C4,fbar,50,5,26215,6553,0.5699699463050089,1.0532419681549072
1,C3-C4,fbar,50,1,26214,6554,0.5707964601769911,1.0416388511657715
1,C3-C4,fbar,50,2,26214,6554,0.5694232529752823,1.047931432723999
1,C3-C4,fbar,50,3,26214,6554,0.5649984742142203,1.0789799690246582
1,C3-C4,fbar,50,4,26215,6553,0.5629492824335669,1.078859567642212
1,C3-C4,fbar,50,5,26215,6553,0.5722567154135662,1.0411243438720703
1,C4-rest,fbar,50,1,52428,13108,0.5671345743057674,2.278546094894409
1,C4-rest,fbar,50,2,52429,13107,0.5652540759345763,2.3471341133117676
1,C4-rest,fbar,50,3,52429,13107,0.5657505950254107,2.2527575492858887
1,C4-rest,fbar,50,4,52429,13107,0.5573585714547367,2.3649685382843018
1,C4-rest,fbar,50,5,52429,13107,0.5562903972351457,2.3982391357421875
1,4class,fbar,50,1,52428,13108,0.28448275862068967,2.550809383392334
1,4class,fbar,50,2,52429,13107,0.27855776356691825,2.42280650138855
1,4class,fbar,50,3,52429,13107,0.2764917350475788,2.5546622276306152
1,4class,fbar,50,4,52429,13107,0.28419807102672534,2.523221731185913
1,4class,fbar,50,5,52429,13107,0.27801756740191286,2.5245137214660645
1,C1-C2,fbar_var,50,1,26214,6554,0.5003051571559354,1.3770146369934082
1,C1-C2,fbar_var,50,2,26214,6554,0.5096124504119621,1.3119826316833496
1,C1-C2,fbar_var,50,3,26214,6554,0.5080866646322857,1.2640480995178223
1,C1-C2,fbar_var,50,4,26215,6553,0.49778579420782654,1.270129680633545
1,C1-C2,fbar_var,50,5,26215,6553,0.4982464175704945,1.2708284854888916
1,C1-C3,fbar_var,50,1,26214,6554,0.5050350930729326,1.0924742221832275
1,C1-C3,fbar_var,50,2,26214,6554,0.5068660360085444,1.0929994583129883
1,C1-C3,fbar_var,50,3,26214,6554,0.5117485505035093,1.1212208271026611
1,C1-C3,fbar_var,50,4,26215,6553,0.5164037340952201,1.1089856624603271
1,C1-C3,fbar_var,50,5,26215,6553,0.5077068483003789,1.1104226112365723
1,C1-C4,fbar_var,50,1,26214,6554,0.637778455904791,0.8171586990356445
1,C1-C4,fbar_var,50,2,26214,6554,0.6449496490692707,0.8046751022338867
1,C1-C4,fbar_var,50,3,26214,6554,0.6303021055843759,0.8139216899871826
1,C1-C4,fbar_var,50,4,26215,6553,0.638485366056315,0.8055565357208252
1,C1-C4,fbar_var,50,5,26215,6553,0.6337574794242478,0.8347744941711426
1,C2-C3,fbar_var,50,1,26214,6554,0.5019835215135795,1.074873685836792
1,C2-C3,fbar_var,50,2,26214,6554,0.4971010070186146,1.08901047706604
1,C2-C3,fbar_var,50,3,26214,6554,0.4971010070186146,1.1157126426696777
1,C2-C3,fbar_var,50,4,26215,6553,0.5054173312870291,1.0972471237182617
1,C2-C3,fbar_var,50,5,26215,6553,0.49839839067791464,1.1002557277679443
1,C2-C4,fbar_var,50,1,26214,6554,0.6409826060421117,0.8089768886566162
1,C2-C4,fbar_var,50,2,26214,6554,0.6405248703082087,0.8146657943725586
1,C2-C4,fbar_var,50,3,26214,6554,0.6241989624656699,0.8160419464111328
1,C2-C4,fbar_var,50,4,26215,6553,0.6322279210973138,0.7874007225036621
1,C2-C4,fbar_var,50,5,26215,6553,0.6261277587566877,0.8052191734313965
1,C3-C4,fbar_var,50,1,26214,6554,0.6599023497101006,0.7858116626739502
1,C3-C4,fbar_var,50,2,26214,6554,0.6629539212694537,0.7867705821990967
1,C3-C4,fbar_var,50,3,26214,6554,0.645712541959109,0.7789900302886963
1,C3-C4,fbar_var,50,4,26215,6553,0.6598509312882215,0.7797660827636719
1,C3-C4,fbar_var,50,5,26215,6553,0.6561895111635727,0.7925577163696289
1,C4-rest,fbar_var,50,1,52428,13108,0.6149425287356322,1.6368136405944824
1,C4-rest,fbar_var,50,2,52429,13107,0.6083791348515182,1.6940770149230957
1,C4-rest,fbar_var,50,3,52429,13107,0.6132081671603093,1.6774113178253174
1,C4-rest,fbar_var,50,4,52429,13107,0.610359914705005,1.6559185981750488
1,C4-rest,fbar_var,50,5,52429,13107,0.6084273199782324,1.709350824356079
1,4class,fbar_var,50,1,52428,13108,0.3209490387549588,1.952660083770752
1,4class,fbar_var,50,2,52429,13107,0.3128970955298389,1.9225661754608154
1,4class,fbar_var,50,3,52429,13107,0.3166215544534129,1.9593710899353027
1,4class,fbar_var,50,4,52429,13107,0.31425574815107926,1.9984726905822754
1,4class,fbar_var,50,5,52429,13107,0.31120410672973997,1.9374794960021973
1,C1-C2,fbar,51,1,26214,6554,0.4990845285321941,1.6888396739959717
1,C1-C2,fbar,51,2,26214,6554,0.5115959719255416,1.6109745502471924
1,C1-C2,fbar,51,3,26214,6554,0.5082392432102533,1.5501761436462402
1,C1-C2,fbar,51,4,26215,6553,0.4991612369930954,1.501235008239746
1,C1-C2,fbar,51,5,26215,6553,0.5099952475219487,1.5054466724395752
1,C1-C3,fbar,51,1,26214,6554,0.5041196216051267,1.5048110485076904
1,C1-C3,fbar,51,2,26214,6554,0.5022886786695148,1.4058566093444824
1,C1-C3,fbar,51,3,26214,6554,0.48870918523039364,1.435399055480957
1,C1-C3,fbar,51,4,26215,6553,0.5107587458823345,1.3394708633422852
1,C1-C3,fbar,51,5,26215,6553,0.49961948504823084,1.4313795566558838
1,C1-C4,fbar,51,1,26214,6554,0.5544705523344522,1.1514322757720947
1,C1-C4,fbar,51,2,26214,6554,0.5538602380225817,1.1328866481781006
1,C1-C4,fbar,51,3,26214,6554,0.5520292950869699,1.1280708312988281
1,C1-C4,fbar,51,4,26215,6553,0.5624910343784314,1.1733145713806152
1,C1-C4,fbar,51,5,26215,6553,0.5505872505414771,1.1910910606384277
1,C2-C3,fbar,51,1,26214,6554,0.4922184925236497,1.9561541080474854
1,C2-C3,fbar,51,2,26214,6554,0.4971010070186146,2.0024478435516357
1,C2-C3,fbar,51,3,26214,6554,0.4996948428440647,1.9781672954559326
1,C2-C3,fbar,51,4,26215,6553,0.5008389027308771,1.7233104705810547
1,C2-C3,fbar,51,5,26215,6553,0.49885710447962506,2.2010042667388916
1,C2-C4,fbar,51,1,26214,6554,0.5651510527921879,1.060483455657959
1,C2-C4,fbar,51,2,26214,6554,0.56957583155325,1.070178508758545
1,C2-C4,fbar,51,3,26214,6554,0.5718645102227647,1.0603015422821045
1,C2-C4,fbar,51,4,26215,6553,0.5678324489737367,1.0793969631195068
1,C2-C4,fbar,51,5,26215,6553,0.5762255748523677,1.068528175354004
1,C3-C4,fbar,51,1,26214,6554,0.5683552029295087,1.0341100692749023
1,C3-C4,fbar,51,2,26214,6554,0.5620994812328349,1.1082875728607178
1,C3-C4,fbar,51,3,26214,6554,0.5653036313701556,1.061342716217041
1,C3-C4,fbar,51,4,26215,6553,0.5702743582664243,1.0806655883789062
1,C3-C4,fbar,51,5,26215,6553,0.5725618725695014,1.078794002532959
1,C4-rest,fbar,51,1,52428,13108,0.5601159597192554,2.3087410926818848
1,C4-rest,fbar,51,2,52429,13107,0.5568097645073538,2.3999342918395996
1,C4-rest,fbar,51,3,52429,13107,0.5568498934122996,2.3648931980133057
1,C4-rest,fbar,51,4,52429,13107,0.5652418393743378,2.3768348693847656
1,C4-rest,fbar,51,5,52429,13107,0.5657505174167748,2.2861998081207275
1,4class,fbar,51,1,52428,13108,0.28211779066219106,2.4762399196624756
1,4class,fbar,51,2,52429,13107,0.28283140756439507,2.6954615116119385
1,4class,fbar,51,3,52429,13107,0.279391123913553,2.4940435886383057
1,4class,fbar,51,4,52429,13107,0.27809401970219794,2.567941665649414
1,4class,fbar,51,5,52429,13107,0.2786286036209747,2.467940330505371
1,C1-C2,fbar_var,51,1,26214,6554,0.4943545926151968,1.3335363864898682
1,C1-C2,fbar_var,51,2,26214,6554,0.5028989929813854,1.361853837966919
1,C1-C2,fbar_var,51,3,26214,6554,0.5173939578883124,1.3210210800170898
1,C1-C2,fbar_var,51,4,26215,6553,0.5043485826213931,1.3214173316955566
1,C1-C2,fbar_var,51,5,26215,6553,0.5031312607983344,1.2540919780731201
1,C1-C3,fbar_var,51,1,26214,6554,0.5183094293561183,1.0915718078613281
1,C1-C3,fbar_var,51,2,26214,6554,0.5117485505035093,1.100398063659668
1,C1-C3,fbar_var,51,3,26214,6554,0.5138846505950565,1.0822975635528564
1,C1-C3,fbar_var,51,4,26215,6553,0.5070947641515233,1.071455478668213
1,C1-C3,fbar_var,51,5,26215,6553,0.507706568852434,1.0986342430114746
1,C1-C4,fbar_var,51,1,26214,6554,0.6359475129691792,0.8136172294616699
1,C1-C4,fbar_var,51,2,26214,6554,0.637778455904791,0.8024587631225586
1,C1-C4,fbar_var,51,3,26214,6554,0.6391516631064998,0.8127539157867432
1,C1-C4,fbar_var,51,4,26215,6553,0.6403151446254894,0.8140368461608887
1,C1-C4,fbar_var,51,5,26215,6553,0.6406237483060797,0.8117756843566895
1,C2-C3,fbar_var,51,1,26214,6554,0.49069270674397314,1.076322078704834
1,C2-C3,fbar_var,51,2,26214,6554,0.5103753433018005,1.115441083908081
1,C2-C3,fbar_var,51,3,26214,6554,0.4998474214220323,1.0908355712890625
1,C2-C3,fbar_var,51,4,26215,6553,0.4990074008993753,1.0906519889831543
1,C2-C3,fbar_var,51,5,26215,6553,0.4993133032498306,1.1258819103240967
1,C2-C4,fbar_var,51,1,26214,6554,0.626335062557217,0.7999036312103271
1,C2-C4,fbar_var,51,2,26214,6554,0.6357949343912115,0.827768087387085
1,C2-C4,fbar_var,51,3,26214,6554,0.6475434848947208,0.8002715110778809
1,C2-C4,fbar_var,51,4,26215,6553,0.636347868725043,0.8145177364349365
1,C2-C4,fbar_var,51,5,26215,6553,0.6337561287591803,0.8096702098846436
1,C3-C4,fbar_var,51,1,26214,6554,0.6498321635642356,0.7786107063293457
1,C3-C4,fbar_var,51,2,26214,6554,0.6547146780592005,0.7858145236968994
1,C3-C4,fbar_var,51,3,26214,6554,0.6585291425083918,0.7841513156890869
1,C3-C4,fbar_var,51,4,26215,6553,0.6664099471545306,0.7826087474822998
1,C3-C4,fbar_var,51,5,26215,6553,0.6526778751374418,0.7828564643859863
1,C4-rest,fbar_var,51,1,52428,13108,0.6051266402197132,1.640124797821045
1,C4-rest,fbar_var,51,2,52429,13107,0.610109709400219,1.667928695678711
1,C4-rest,fbar_var,51,3,52429,13107,0.6049178264242504,1.6783196926116943
1,C4-rest,fbar_var,51,4,52429,13107,0.6090885610769099,1.6875789165496826
1,C4-rest,fbar_var,51,5,52429,13107,0.6191587161793206,1.6771447658538818
1,4class,fbar_var,51,1,52428,13108,0.3167531278608483,1.9604852199554443
1,4class,fbar_var,51,2,52429,13107,0.322967747422279,2.0068366527557373
1,4class,fbar_var,51,3,52429,13107,0.3154770986820117,2.0026674270629883
1,4class,fbar_var,51,4,52429,13107,0.3195963476898784,1.9870145320892334
1,4class,fbar_var,51,5,52429,13107,0.31257796597665377,1.9659359455108643
4,C1-C2,fbar,42,1,6553,1639,0.5167746210429137,0.41161155700683594
4,C1-C2,fbar,42,2,6553,1639,0.5161618868935942,0.37795329093933105
4,C1-C2,fbar,42,3,6554,1638,0.5067155067155067,0.34841370582580566
4,C1-C2,fbar,42,4,6554,1638,0.521978021978022,0.36224937438964844
4,C1-C2,fbar,42,5,6554,1638,0.5097680097680097,0.3604722023010254
4,C1-C3,fbar,42,1,6553,1639,0.5253253521546204,0.36055946350097656
4,C1-C3,fbar,42,2,6553,1639,0.5076111557818875,0.36040639877319336
4,C1-C3,fbar,42,3,6554,1638,0.5152625152625152,0.38059258460998535
4,C1-C3,fbar,42,4,6554,1638,0.5268620268620269,0.38233089447021484
4,C1-C3,fbar,42,5,6554,1638,0.517094017094017,0.36060404777526855
4,C1-C4,fbar,42,1,6553,1639,0.6168431162333601,0.31050658226013184
4,C1-C4,fbar,42,2,6553,1639,0.6101246314660949,0.32521891593933105
4,C1-C4,fbar,42,3,6554,1638,0.6318681318681318,0.33146047592163086
4,C1-C4,fbar,42,4,6554,1638,0.5982905982905983,0.32405543327331543
4,C1-C4,fbar,42,5,6554,1638,0.6111111111111112,0.33822035789489746
4,C2-C3,fbar,42,1,6553,1639,0.5210540814199351,0.407055139541626
4,C2-C3,fbar,42,2,6553,1639,0.5051847881116174,0.4175240993499756
4,C2-C3,fbar,42,3,6554,1638,0.5085470085470085,0.42867183685302734
4,C2-C3,fbar,42,4,6554,1638,0.5024420024420024,0.41776299476623535
4,C2-C3,fbar,42,5,6554,1638,0.49694749694749696,0.39991140365600586
4,C2-C4,fbar,42,1,6553,1639,0.6449112540575955,0.3322257995605469
4,C2-C4,fbar,42,2,6553,1639,0.6491735906370053,0.31511473655700684
4,C2-C4,fbar,42,3,6554,1638,0.648962148962149,0.3458740711212158
4,C2-C4,fbar,42,4,6554,1638,0.6391941391941391,0.3343541622161865
4,C2-C4,fbar,42,5,6554,1638,0.6483516483516484,0.31432676315307617
4,C3-C4,fbar,42,1,6553,1639,0.6729726912653742,0.3336799144744873
4,C3-C4,fbar,42,2,6553,1639,0.6662713302957206,0.3131284713745117
4,C3-C4,fbar,42,3,6554,1638,0.652014652014652,0.3315415382385254
4,C3-C4,fbar,42,4,6554,1638,0.6575091575091575,0.3322432041168213
4,C3-C4,fbar,42,5,6554,1638,0.6398046398046398,0.3325817584991455
4,C4-rest,fbar,42,1,13107,3277,0.6347542250715562,0.4366753101348877
4,C4-rest,fbar,42,2,13107,3277,0.615626033852234,0.4713594913482666
4,C4-rest,fbar,42,3,13107,3277,0.6347574539193741,0.4601292610168457
4,C4-rest,fbar,42,4,13107,3277,0.6330171635049684,0.46555233001708984
4,C4-rest,fbar,42,5,13108,3276,0.6204721204721204,0.46210241317749023
4,4class,fbar,42,1,13107,3277,0.3158536585365854,0.5419454574584961
4,4class,fbar,42,2,13107,3277,0.31645783078709905,0.5393579006195068
4,4class,fbar,42,3,13107,3277,0.3246917716429912,0.53910231590271
4,4class,fbar,42,4,13107,3277,0.3215964590964591,0.5431606769561768
4,4class,fbar,42,5,13108,3276,0.3199023199023199,0.56113600730896
4,C1-C2,fbar_var,42,1,6553,1639,0.5356874832484588,0.3892083168029785
4,C1-C2,fbar_var,42,2,6553,1639,0.5363188302212692,0.33284449577331543
4,C1-C2,fbar_var,42,3,6554,1638,0.5335775335775336,0.3228490352630615
4,C1-C2,fbar_var,42,4,6554,1638,0.5445665445665446,0.3342173099517822
4,C1-C2,fbar_var,42,5,6554,1638,0.5201465201465201,0.3285341262817383
4,C1-C3,fbar_var,42,1,6553,1639,0.5161678429971113,0.33260202407836914
4,C1-C3,fbar_var,42,2,6553,1639,0.5253156734864053,0.3246424198150635
4,C1-C3,fbar_var,42,3,6554,1638,0.5286935286935287,0.3636772632598877
4,C1-C3,fbar_var,42,4,6554,1638,0.5421245421245421,0.34192323684692383
4,C1-C3,fbar_var,42,5,6554,1638,0.5073260073260073,0.34430718421936035
4,C1-C4,fbar_var,42,1,6553,1639,0.7937855504928676,0.3080782890319824
4,C1-C4,fbar_var,42,2,6553,1639,0.7980605437922511,0.3046598434448242
4,C1-C4,fbar_var,42,3,6554,1638,0.8040293040293041,0.31167101860046387
4,C1-C4,fbar_var,42,4,6554,1638,0.8003663003663004,0.29979372024536133
4,C1-C4,fbar_var,42,5,6554,1638,0.7942612942612943,0.30661463737487793
4,C2-C3,fbar_var,42,1,6553,1639,0.5277546978766492,0.33061790466308594
4,C2-C3,fbar_var,42,2,6553,1639,0.5326491259418089,0.32932353019714355
4,C2-C3,fbar_var,42,3,6554,1638,0.5207570207570207,0.35311150550842285
4,C2-C3,fbar_var,42,4,6554,1638,0.5207570207570207,0.32176637649536133
4,C2-C3,fbar_var,42,5,6554,1638,0.5262515262515263,0.34433507919311523
4,C2-C4,fbar_var,42,1,6553,1639,0.7986591321957176,0.31650614738464355
4,C2-C4,fbar_var,42,2,6553,1639,0.7925660382977456,0.31323790550231934
4,C2-C4,fbar_var,42,3,6554,1638,0.782051282051282,0.29497623443603516
4,C2-C4,fbar_var,42,4,6554,1638,0.7881562881562882,0.30045533180236816
4,C2-C4,fbar_var,42,5,6554,1638,0.7930402930402931,0.3121025562286377
4,C3-C4,fbar_var,42,1,6553,1639,0.8285595163643944,0.3292233943939209
4,C3-C4,fbar_var,42,2,6553,1639,0.8145351261204921,0.2920997142791748
4,C3-C4,fbar_var,42,3,6554,1638,0.8296703296703296,0.30137205123901367
4,C3-C4,fbar_var,42,4,6554,1638,0.8137973137973138,0.305234432220459
4,C3-C4,fbar_var,42,5,6554,1638,0.8339438339438339,0.3015735149383545
4,C4-rest,fbar_var,42,1,13107,3277,0.77189283007021,0.3978760242462158
4,C4-rest,fbar_var,42,2,13107,3277,0.7692466650969498,0.42385363578796387
4,C4-rest,fbar_var,42,3,13107,3277,0.7556127309992241,0.4130105972290039
4,C4-rest,fbar_var,42,4,13107,3277,0.7788114099089709,0.38530921936035156
4,C4-rest,fbar_var,42,5,13108,3276,0.7724867724867726,0.4017643928527832
4,4class,fbar_var,42,1,13107,3277,0.4098625629113434,0.4724104404449463
4,4class,fbar_var,42,2,13107,3277,0.4217602519431788,0.49617862701416016
4,4class,fbar_var,42,3,13107,3277,0.41442568271836566,0.4960143566131592
4,4class,fbar_var,42,4,13107,3277,0.4146278179814765,0.5289249420166016
4,4class,fbar_var,42,5,13108,3276,0.405982905982906,0.4892134666442871
4,C1-C2,fbar,43,1,6553,1639,0.5155737216712826,0.3681471347808838
4,C1-C2,fbar,43,2,6553,1639,0.5118958277494863,0.33528852462768555
4,C1-C2,fbar,43,3,6554,1638,0.49633699633699635,0.35179924964904785
4,C1-C2,fbar,43,4,6554,1638,0.49755799755799757,0.36106157302856445
4,C1-C2,fbar,43,5,6554,1638,0.5158730158730158,0.34165000915527344
4,C1-C3,fbar,43,1,6553,1639,0.5253156734864053,0.36150074005126953
4,C1-C3,fbar,43,2,6553,1639,0.505801244825635,0.3423776626586914
4,C1-C3,fbar,43,3,6554,1638,0.5097680097680097,0.339526891708374
4,C1-C3,fbar,43,4,6554,1638,0.5225885225885226,0.35090136528015137
4,C1-C3,fbar,43,5,6554,1638,0.4945054945054945,0.36208009719848633
4,C1-C4,fbar,43,1,6553,1639,0.6241527442746955,0.32297849655151367
4,C1-C4,fbar,43,2,6553,1639,0.6211076863515888,0.3439924716949463
4,C1-C4,fbar,43,3,6554,1638,0.5995115995115995,0.3305180072784424
4,C1-C4,fbar,43,4,6554,1638,0.5927960927960928,0.3296794891357422
4,C1-C4,fbar,43,5,6554,1638,0.5921855921855922,0.32008790969848633
4,C2-C3,fbar,43,1,6553,1639,0.483223889931207,0.38951969146728516
4,C2-C3,fbar,43,2,6553,1639,0.5192166234849162,0.3976418972015381
4,C2-C3,fbar,43,3,6554,1638,0.5042735042735043,0.3826944828033447
4,C2-C3,fbar,43,4,6554,1638,0.5042735042735043,0.42314815521240234
4,C2-C3,fbar,43,5,6554,1638,0.47863247863247865,0.36867475509643555
4,C2-C4,fbar,43,1,6553,1639,0.6467293546561839,0.32120418548583984
4,C2-C4,fbar,43,2,6553,1639,0.6406347717323327,0.31019115447998047
4,C2-C4,fbar,43,3,6554,1638,0.6434676434676434,0.3245391845703125
4,C2-C4,fbar,43,4,6554,1638,0.6514041514041514,0.32005882263183594
4,C2-C4,fbar,43,5,6554,1638,0.6465201465201466,0.3215794563293457
4,C3-C4,fbar,43,1,6553,1639,0.6528313827094315,0.3111081123352051
4,C3-C4,fbar,43,2,6553,1639,0.6607597010036035,0.3219468593597412
4,C3-C4,fbar,43,3,6554,1638,0.6507936507936507,0.3102734088897705
4,C3-C4,fbar,43,4,6554,1638,0.648962148962149,0.34302568435668945
4,C3-C4,fbar,43,5,6554,1638,0.6630036630036631,0.31102967262268066
4,C4-rest,fbar,43,1,13107,3277,0.6361783953321789,0.46308207511901855
4,C4-rest,fbar,43,2,13107,3277,0.6223407954490136,0.43523430824279785
4,C4-rest,fbar,43,3,13107,3277,0.6294606532604905,0.4600977897644043
4,C4-rest,fbar,43,4,13107,3277,0.6285468596444206,0.4529306888580322
4,C4-rest,fbar,43,5,13108,3276,0.6127391127391127,0.4614746570587158
4,4class,fbar,43,1,13107,3277,0.323177060067304,0.49521780014038086
4,4class,fbar,43,2,13107,3277,0.32103137377527624,0.5185542106628418
4,4class,fbar,43,3,13107,3277,0.3030279341254951,0.5037064552307129
4,4class,fbar,43,4,13107,3277,0.31091381518210787,0.5383973121643066
4,4class,fbar,43,5,13108,3276,0.3147130647130647,0.5070376396179199
4,C1-C2,fbar_var,43,1,6553,1639,0.5521449417790881,0.36035966873168945
4,C1-C2,fbar_var,43,2,6553,1639,0.545462938145865,0.32263970375061035
4,C1-C2,fbar_var,43,3,6554,1638,0.5421245421245422,0.34229445457458496
4,C1-C2,fbar_var,43,4,6554,1638,0.5238095238095237,0.31940174102783203
4,C1-C2,fbar_var,43,5,6554,1638,0.5415140415140415,0.3321518898010254
4,C1-C3,fbar_var,43,1,6553,1639,0.5186180350814498,0.3456716537475586
4,C1-C3,fbar_var,43,2,6553,1639,0.48567706006730393,0.34949302673339844
4,C1-C3,fbar_var,43,3,6554,1638,0.5262515262515263,0.34000372886657715
4,C1-C3,fbar_var,43,4,6554,1638,0.5024420024420024,0.34432291984558105
4,C1-C3,fbar_var,43,5,6554,1638,0.5195360195360195,0.339038610458374
4,C1-C4,fbar_var,43,1,6553,1639,0.8065651151017005,0.30724525451660156
4,C1-C4,fbar_var,43,2,6553,1639,0.7913390809732272,0.3053710460662842
4,C1-C4,fbar_var,43,3,6554,1638,0.8040293040293041,0.311328649520874
4,C1-C4,fbar_var,43,4,6554,1638,0.7802197802197802,0.29462456703186035
4,C1-C4,fbar_var,43,5,6554,1638,0.7722832722832722,0.2983572483062744
4,C2-C3,fbar_var,43,1,6553,1639,0.5253283302063789,0.341747522354126
4,C2-C3,fbar_var,43,2,6553,1639,0.5082499478840943,0.3223752975463867
4,C2-C3,fbar_var,43,3,6554,1638,0.5305250305250305,0.3325958251953125
4,C2-C3,fbar_var,43,4,6554,1638,0.5244200244200243,0.3430514335632324
4,C2-C3,fbar_var,43,5,6554,1638,0.5274725274725275,0.31896209716796875
4,C2-C4,fbar_var,43,1,6553,1639,0.7888844218112512,0.3059718608856201
4,C2-C4,fbar_var,43,2,6553,1639,0.7852377974329194,0.3049349784851074
4,C2-C4,fbar_var,43,3,6554,1638,0.7973137973137974,0.30129122734069824
4,C2-C4,fbar_var,43,4,6554,1638,0.7832722832722833,0.29917407035827637
4,C2-C4,fbar_var,43,5,6554,1638,0.7875457875457875,0.3157026767730713
4,C3-C4,fbar_var,43,1,6553,1639,0.8242755889097353,0.3028738498687744
4,C3-C4,fbar_var,43,2,6553,1639,0.8181795169600048,0.2994692325592041
4,C3-C4,fbar_var,43,3,6554,1638,0.8162393162393162,0.29387664794921875
4,C3-C4,fbar_var,43,4,6554,1638,0.8076923076923077,0.30417370796203613
4,C3-C4,fbar_var,43,5,6554,1638,0.8083028083028083,0.3006308078765869
4,C4-rest,fbar_var,43,1,13107,3277,0.7631416589919437,0.4170558452606201
4,C4-rest,fbar_var,43,2,13107,3277,0.7631429008564892,0.4002695083618164
4,C4-rest,fbar_var,43,3,13107,3277,0.7613094120417148,0.41283392906188965
4,C4-rest,fbar_var,43,4,13107,3277,0.7643792747451283,0.393125057220459
4,C4-rest,fbar_var,43,5,13108,3276,0.7785917785917786,0.40078067779541016
4,4class,fbar_var,43,1,13107,3277,0.41138099705172876,0.4624049663543701
4,4class,fbar_var,43,2,13107,3277,0.4003923583191876,0.5176730155944824
4,4class,fbar_var,43,3,13107,3277,0.4058924476607404,0.480968713760376
4,4class,fbar_var,43,4,13107,3277,0.4124854819976771,0.47617578506469727
4,4class,fbar_var,43,5,13108,3276,0.4068986568986569,0.4928722381591797
4,C1-C2,fbar,44,1,6553,1639,0.5240961612912833,0.3957085609436035
4,C1-C2,fbar,44,2,6553,1639,0.5247148515441198,0.34172821044921875
4,C1-C2,fbar,44,3,6554,1638,0.5146520146520146,0.35976123809814453
4,C1-C2,fbar,44,4,6554,1638,0.525030525030525,0.3711354732513428
4,C1-C2,fbar,44,5,6554,1638,0.5122100122100122,0.3635842800140381
4,C1-C3,fbar,44,1,6553,1639,0.5082372911641204,0.3595466613769531
4,C1-C3,fbar,44,2,6553,1639,0.5222668929986003,0.348116397857666
4,C1-C3,fbar,44,3,6554,1638,0.5262515262515263,0.35824108123779297
4,C1-C3,fbar,44,4,6554,1638,0.5323565323565324,0.37744855880737305
4,C1-C3,fbar,44,5,6554,1638,0.5189255189255189,0.34757113456726074
4,C1-C4,fbar,44,1,6553,1639,0.6046226808421931,0.33214521408081055
4,C1-C4,fbar,44,2,6553,1639,0.6150086363500997,0.3376908302307129
4,C1-C4,fbar,44,3,6554,1638,0.6153846153846154,0.33988094329833984
4,C1-C4,fbar,44,4,6554,1638,0.6098901098901099,0.3271524906158447
4,C1-C4,fbar,44,5,6554,1638,0.6007326007326007,0.32964444160461426
4,C2-C3,fbar,44,1,6553,1639,0.5021441972661485,0.4101545810699463
4,C2-C3,fbar,44,2,6553,1639,0.5094441466392686,0.3793797492980957
4,C2-C3,fbar,44,3,6554,1638,0.517094017094017,0.40833139419555664
4,C2-C3,fbar,44,4,6554,1638,0.503052503052503,0.40872764587402344
4,C2-C3,fbar,44,5,6554,1638,0.49572649572649574,0.4186704158782959
4,C2-C4,fbar,44,1,6553,1639,0.6381816015962358,0.3172318935394287
4,C2-C4,fbar,44,2,6553,1639,0.6406347717323327,0.32393383979797363
4,C2-C4,fbar,44,3,6554,1638,0.6575091575091575,0.3112962245941162
4,C2-C4,fbar,44,4,6554,1638,0.6391941391941391,0.30979228019714355
4,C2-C4,fbar,44,5,6554,1638,0.6495726495726496,0.3217196464538574
4,C3-C4,fbar,44,1,6553,1639,0.6314720509842462,0.3102891445159912
4,C3-C4,fbar,44,2,6553,1639,0.6668669406474285,0.3122985363006592
4,C3-C4,fbar,44,3,6554,1638,0.6623931623931624,0.31241846084594727
4,C3-C4,fbar,44,4,6554,1638,0.6538461538461539,0.31537723541259766
4,C3-C4,fbar,44,5,6554,1638,0.6501831501831502,0.33113598823547363
4,C4-rest,fbar,44,1,13107,3277,0.6380101455365897,0.44257616996765137
4,C4-rest,fbar,44,2,13107,3277,0.634141737477783,0.48050808906555176
4,C4-rest,fbar,44,3,13107,3277,0.6337366412630855,0.44365549087524414
4,C4-rest,fbar,44,4,13107,3277,0.6167550155355034,0.4825773239135742
4,C4-rest,fbar,44,5,13108,3276,0.6355311355311355,0.45616602897644043
4,4class,fbar,44,1,13107,3277,0.3103509633997439,0.5317978858947754
4,4class,fbar,44,2,13107,3277,0.3283611036659817,0.536020040512085
4,4class,fbar,44,3,13107,3277,0.32927387652997414,0.5282790660858154
4,4class,fbar,44,4,13107,3277,0.33502896155335177,0.5536723136901855
4,4class,fbar,44,5,13108,3276,0.3208180708180708,0.5435905456542969
4,C1-C2,fbar_var,44,1,6553,1639,0.5539868667917448,0.36211657524108887
4,C1-C2,fbar_var,44,2,6553,1639,0.5570520265642217,0.3456692695617676
4,C1-C2,fbar_var,44,3,6554,1638,0.5586080586080586,0.3510286808013916
4,C1-C2,fbar_var,44,4,6554,1638,0.5250305250305249,0.3291311264038086
4,C1-C2,fbar_var,44,5,6554,1638,0.5634920634920635,0.35192179679870605
4,C1-C3,fbar_var,44,1,6553,1639,0.5277532088507698,0.3295109272003174
4,C1-C3,fbar_var,44,2,6553,1639,0.542400011912207,0.34222888946533203
4,C1-C3,fbar_var,44,3,6554,1638,0.5274725274725275,0.3613722324371338
